Client_ID,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
710255208,Existing Customer,60,M,Uneducated,Married,Less than $40K,49,2094,1969,0.745
779236083,Existing Customer,37,F,High School,Married,Less than $40K,19,4138,2420,0
713438358,Existing Customer,41,F,Graduate,Married,Unknown,30,5417,1768,0.351
715973583,Existing Customer,56,M,Uneducated,Married,$120K +,36,34516,1378,0.03
794113758,Existing Customer,60,M,High School,Married,$60K - $80K,54,9592,1821,0.205
709452633,Existing Customer,56,F,High School,Single,Less than $40K,36,8881,2027,0.242
788210583,Existing Customer,62,M,College,Married,$40K - $60K,54,1438.3,1843,0
717784983,Existing Customer,41,F,Uneducated,Married,Less than $40K,33,3893,1536,0.297
786557358,Existing Customer,44,F,Unknown,Married,Less than $40K,38,3242,1424,0.246
768460908,Existing Customer,59,M,Graduate,Single,$40K - $60K,53,6035,1551,0.231
718899708,Existing Customer,55,F,College,Married,Unknown,36,17642,2148,0.105
714697533,Existing Customer,26,M,High School,Single,$60K - $80K,15,4327,2344,0
713206683,Attrited Customer,40,M,Graduate,Single,$80K - $120K,22,34516,1028,0
708679383,Existing Customer,44,F,Unknown,Unknown,Less than $40K,32,4852,1775,0.366
713067033,Existing Customer,37,M,Uneducated,Single,Unknown,28,7147,2539,0.199
789314133,Existing Customer,37,M,High School,Married,$60K - $80K,27,10320,1754,0.174
713956308,Existing Customer,65,F,Graduate,Married,Less than $40K,49,3297,1894,0.697
711595833,Existing Customer,46,M,College,Married,$60K - $80K,36,9981,1456,0.081
779521533,Existing Customer,53,M,High School,Married,$120K +,36,3329,1978,0.328
715225458,Existing Customer,56,F,Uneducated,Married,Less than $40K,36,5991,1867,0.333
716487408,Existing Customer,48,M,Graduate,Married,$40K - $60K,30,3235,1637,0.778
719338383,Existing Customer,34,M,High School,Married,$120K +,21,6259,1836,0.17
710523333,Existing Customer,65,M,Graduate,Married,Less than $40K,56,2541,1416,0.636
787489083,Existing Customer,55,M,Post-Graduate,Married,$80K - $120K,43,21351,1887,0.118
720747633,Existing Customer,32,M,Unknown,Married,$40K - $60K,36,8998,1931,0.163
779480658,Existing Customer,58,F,Graduate,Married,Unknown,42,10247,1754,0.156
711498258,Existing Customer,54,M,High School,Married,$120K +,42,20311,1266,0.081
709316433,Existing Customer,52,M,High School,Single,$60K - $80K,33,33182,1630,0.06
778734108,Existing Customer,36,M,Uneducated,Married,$60K - $80K,16,1686,1758,0.743
778388358,Attrited Customer,56,M,Graduate,Single,$60K - $80K,36,4742,870,0.18
716773533,Existing Customer,33,M,Graduate,Married,$60K - $80K,36,1726,1712,0.704
822130683,Existing Customer,61,M,Graduate,Married,$80K - $120K,56,8420,1114,0.165
717268458,Existing Customer,61,M,Graduate,Married,$60K - $80K,49,3352,1952,0.511
827888433,Existing Customer,43,M,Uneducated,Single,$40K - $60K,39,6648,2089,0.337
716522583,Existing Customer,48,F,College,Divorced,Less than $40K,36,2335,1362,0.79
789415983,Existing Customer,36,M,Graduate,Married,$60K - $80K,27,12397,1888,0.081
719819958,Existing Customer,34,M,Uneducated,Married,$40K - $60K,26,1438.3,2243,0.492
769579608,Existing Customer,53,F,Graduate,Single,Less than $40K,46,2240,3795,0.715
772353408,Existing Customer,43,F,Unknown,Single,$40K - $60K,33,5330,1441,0.218
716615583,Existing Customer,61,F,High School,Married,Less than $40K,51,1795,1834,0.442
781131483,Existing Customer,55,M,High School,Married,$80K - $120K,47,5741,2170,0.33
719101908,Existing Customer,51,F,Graduate,Married,Unknown,39,2002,1585,0.623
720521808,Existing Customer,38,M,Graduate,Single,$80K - $120K,19,25662,1484,0.059
718136283,Existing Customer,52,M,Uneducated,Single,$80K - $120K,36,22103,1541,0.069
778855383,Existing Customer,36,F,High School,Married,Less than $40K,17,1438.3,1975,0
779722308,Attrited Customer,45,F,High School,Married,$40K - $60K,30,12355,1044,0
818926833,Existing Customer,34,F,College,Married,$40K - $60K,29,2000,1944,0
721217283,Existing Customer,27,M,Graduate,Single,$120K +,17,8713,2094,0.155
717167283,Existing Customer,49,F,Unknown,Divorced,Less than $40K,36,9165,1846,0
713371233,Existing Customer,43,F,Graduate,Married,Less than $40K,31,11583,3320,0.054
778426608,Existing Customer,52,M,Graduate,Married,$80K - $120K,32,1438.3,1805,0.488
713823033,Attrited Customer,31,F,Unknown,Married,Unknown,20,8149,808,0
787515333,Attrited Customer,40,M,Uneducated,Married,$80K - $120K,29,3616,820,0.318
710944608,Existing Customer,39,M,Graduate,Unknown,$80K - $120K,31,8434,1414,0.263
718444233,Existing Customer,45,M,Graduate,Married,$60K - $80K,25,9791,1649,0.134
771099183,Existing Customer,37,F,Graduate,Single,Less than $40K,24,8444,2497,0.23
770241333,Existing Customer,49,F,Graduate,Divorced,Less than $40K,43,2228,2104,0.45
710819733,Attrited Customer,56,M,Graduate,Married,$120K +,36,12211,903,0
772155108,Existing Customer,62,F,High School,Married,Less than $40K,51,1438.3,1445,0
798796233,Existing Customer,37,F,High School,Married,$40K - $60K,31,1586,1724,0.654
815472108,Existing Customer,42,M,High School,Single,$40K - $60K,37,2247,1300,0.465
769145733,Existing Customer,36,M,Graduate,Single,$60K - $80K,30,2789,2688,0.568
783364233,Existing Customer,59,M,Graduate,Married,$40K - $60K,53,4241,1798,0
772236108,Existing Customer,40,F,Graduate,Married,Unknown,29,8398,1489,0.225
715640358,Existing Customer,43,M,High School,Single,$40K - $60K,36,4112,1334,0.187
713529858,Existing Customer,29,M,Graduate,Divorced,$40K - $60K,22,15578,2492,0.089
715684308,Existing Customer,42,F,Graduate,Married,$40K - $60K,36,4008,1395,0.408
709451508,Existing Customer,63,F,High School,Married,Unknown,50,12766,1191,0
709204158,Existing Customer,36,F,Post-Graduate,Single,Less than $40K,24,3438,2331,0.328
713182458,Existing Customer,53,M,High School,Married,$80K - $120K,43,16692,1288,0.147
710624658,Existing Customer,36,F,Uneducated,Married,Less than $40K,36,4066,3040,0.403
716355783,Existing Customer,36,M,Unknown,Married,$60K - $80K,30,13080,1999,0
716793108,Existing Customer,26,M,College,Single,Less than $40K,36,1934,2334,0.553
716162583,Existing Customer,45,F,Unknown,Single,Less than $40K,36,3230,1931,0.779
714051033,Existing Customer,55,F,Graduate,Married,Less than $40K,36,3615,1967,0.47
715007583,Existing Customer,61,F,Unknown,Unknown,Unknown,36,1801,3193,0
719139558,Existing Customer,26,M,Uneducated,Single,Less than $40K,36,2665,2514,0.588
794632308,Existing Customer,40,M,Graduate,Married,$60K - $80K,25,28822,1504,0.087
770662383,Existing Customer,38,M,Graduate,Single,$40K - $60K,24,14632,1399,0.079
714787383,Existing Customer,32,F,College,Married,Unknown,36,6715,1731,0.196
714700158,Existing Customer,53,M,Unknown,Married,$60K - $80K,46,6658,1309,0.264
710581758,Existing Customer,52,F,Graduate,Single,$40K - $60K,44,3360,1309,0.363
720497958,Existing Customer,29,M,Graduate,Married,$80K - $120K,14,14853,1800,0
720920058,Existing Customer,38,M,Graduate,Married,$60K - $80K,25,4800,2935,0.252
710872233,Existing Customer,27,M,Unknown,Single,$40K - $60K,17,4610,2280,0
709855608,Existing Customer,46,F,High School,Married,Less than $40K,36,1438.3,1114,0.682
815484783,Existing Customer,57,M,Uneducated,Single,$60K - $80K,42,8377,1797,0.145
771602883,Existing Customer,42,M,High School,Single,$80K - $120K,30,4147,1776,0.415
755953308,Existing Customer,62,F,Post-Graduate,Married,$40K - $60K,55,2644,1194,0.835
758408883,Existing Customer,37,F,Graduate,Unknown,$40K - $60K,30,13355,1921,0.122
717940008,Existing Customer,57,F,Unknown,Divorced,$40K - $60K,36,3251,3228,0.58
720917808,Existing Customer,35,M,High School,Single,$40K - $60K,36,2100,2623,0.452
812801958,Existing Customer,55,F,Unknown,Married,Less than $40K,50,3566,2425,0.393
714997683,Existing Customer,56,F,Graduate,Married,Unknown,49,14915,1388,0.074
709379283,Existing Customer,39,M,Graduate,Married,$60K - $80K,27,13003,1697,0
711840408,Existing Customer,64,M,College,Married,Less than $40K,55,2492,1375,0.571
785328408,Existing Customer,37,F,Graduate,Married,Less than $40K,31,1758,2013,0.671
719873808,Existing Customer,34,M,College,Married,$60K - $80K,23,5510,1995,0.291
715528983,Existing Customer,46,M,Uneducated,Divorced,$60K - $80K,36,17196,1466,0.096
720254883,Existing Customer,65,F,High School,Married,$40K - $60K,46,5877,2494,0.289
811980858,Existing Customer,36,M,Graduate,Married,$60K - $80K,31,7667,1501,0
711330408,Existing Customer,35,F,College,Married,$40K - $60K,24,2939,2077,0.635
718465458,Existing Customer,49,M,Unknown,Single,$80K - $120K,31,5898,1002,0.229
710616183,Existing Customer,46,F,Uneducated,Single,Unknown,33,19995,1879,0
714580158,Existing Customer,26,M,Post-Graduate,Married,$40K - $60K,36,2773,3567,0.75
710798883,Existing Customer,52,M,Graduate,Single,$60K - $80K,44,3323,1599,0.695
720511608,Existing Customer,38,F,Graduate,Married,Unknown,28,16049,1989,0.05
708913233,Existing Customer,37,M,High School,Married,$40K - $60K,28,3601,1802,0.343
788038383,Existing Customer,33,F,Graduate,Married,Less than $40K,25,2307,2440,0.6
719905908,Existing Customer,59,M,Uneducated,Married,$60K - $80K,36,3742,1505,0.314
807044958,Existing Customer,34,M,High School,Married,$40K - $60K,29,2937,2171,0.296
719514783,Existing Customer,39,F,Post-Graduate,Unknown,Unknown,26,3209,1292,0.784
787643658,Existing Customer,59,M,Graduate,Married,$60K - $80K,53,12554,1422,0.173
779138883,Existing Customer,50,M,Graduate,Married,$60K - $80K,34,4702,1673,0
708173433,Existing Customer,26,F,Unknown,Single,$40K - $60K,14,5645,2482,0.412
778401033,Existing Customer,32,M,High School,Married,$60K - $80K,13,14308,1659,0.132
818375733,Attrited Customer,51,F,College,Married,$40K - $60K,46,4882,1544,0.142
711048783,Existing Customer,41,M,Doctorate,Married,$80K - $120K,29,33405,1345,0
721415658,Existing Customer,39,F,Graduate,Married,$40K - $60K,27,2700,2901,0.822
717961458,Existing Customer,49,F,Uneducated,Single,Less than $40K,37,2934,3396,0.812
718563483,Existing Customer,30,M,Unknown,Divorced,$120K +,14,1548,2611,0
717128283,Existing Customer,40,F,High School,Unknown,Less than $40K,36,5525,2305,0.436
718068933,Existing Customer,36,F,Uneducated,Single,Less than $40K,36,5750,2155,0.265
718623783,Existing Customer,56,M,College,Married,$120K +,36,27157,1535,0.057
716565258,Existing Customer,37,M,Doctorate,Single,$80K - $120K,36,12830,2526,0
712505658,Existing Customer,51,F,Unknown,Single,Less than $40K,41,5530,1766,0.361
792565908,Existing Customer,36,F,Uneducated,Single,Less than $40K,30,2684,2346,0.549
709267308,Existing Customer,62,M,Graduate,Married,$80K - $120K,49,2437,1651,0.574
710035008,Existing Customer,31,F,Uneducated,Single,Less than $40K,24,3827,2491,0.365
790082508,Existing Customer,42,M,High School,Single,$120K +,35,34516,2935,0.048
716866308,Existing Customer,38,M,High School,Married,$60K - $80K,33,5940,1872,0.185
709707033,Attrited Customer,45,M,Graduate,Single,$60K - $80K,32,13162,1424,0
718346658,Existing Customer,50,F,Graduate,Married,Less than $40K,37,1963,1861,0.691
824157858,Existing Customer,58,M,Graduate,Married,$80K - $120K,54,18713,1524,0.055
709735008,Existing Customer,35,M,High School,Married,$80K - $120K,22,3023,1920,0.475
814593858,Existing Customer,58,M,High School,Single,$120K +,53,6103,1468,0.295
718416858,Existing Customer,42,M,Graduate,Married,$60K - $80K,34,10607,1903,0.237
710307933,Existing Customer,32,F,College,Single,Less than $40K,24,2917,2471,0.863
715870758,Existing Customer,35,M,Graduate,Married,$120K +,30,34516,2350,0.029
713819283,Existing Customer,51,M,Uneducated,Married,$80K - $120K,42,25197,3002,0.1
710424408,Existing Customer,63,M,Graduate,Married,Less than $40K,36,2743,1210,0.662
709493283,Existing Customer,42,M,Unknown,Single,$120K +,32,4111,1289,0.3
712489158,Existing Customer,36,F,Uneducated,Single,Unknown,18,3667,2781,0.259
719013108,Existing Customer,42,M,Graduate,Divorced,$40K - $60K,33,3178,4605,0.566
721178583,Attrited Customer,37,F,Graduate,Unknown,Unknown,22,5674,1096,0
717769008,Existing Customer,38,M,Graduate,Married,$80K - $120K,36,11444,2493,0.112
709986633,Existing Customer,29,M,High School,Married,$40K - $60K,36,1438.3,2144,0
721062408,Existing Customer,54,M,Uneducated,Divorced,$40K - $60K,34,6387,1294,0.25
771349458,Existing Customer,33,M,Graduate,Married,$40K - $60K,20,5657,1914,0.317
780557658,Existing Customer,63,F,Uneducated,Married,Unknown,54,11827,1395,0
771441558,Existing Customer,49,M,Post-Graduate,Married,$60K - $80K,37,2608,2073,0.609
756409758,Existing Customer,44,F,Graduate,Married,Less than $40K,37,3203,1433,0.648
720009558,Existing Customer,33,F,College,Single,Unknown,36,34516,2574,0.045
778885158,Existing Customer,57,M,Uneducated,Married,$80K - $120K,38,2472,1392,0.994
715543908,Existing Customer,52,F,Uneducated,Married,Less than $40K,43,2147,1352,0.546
717591483,Existing Customer,52,F,Graduate,Single,Less than $40K,44,3416,1924,0.598
715042608,Existing Customer,39,F,Doctorate,Married,Unknown,36,8058,2742,0.098
755959683,Existing Customer,50,F,Unknown,Unknown,Unknown,43,3410,1296,0.669
715367058,Existing Customer,43,M,College,Unknown,$60K - $80K,37,19044,1780,0
714573258,Existing Customer,36,M,Post-Graduate,Single,$60K - $80K,30,1606,2229,0.497
712281183,Existing Customer,55,M,Graduate,Married,$120K +,36,24336,1425,0.035
717670758,Existing Customer,30,F,Graduate,Single,Less than $40K,20,5030,2523,0.264
720666333,Existing Customer,36,M,Unknown,Married,$120K +,24,24577,1897,0
771556308,Existing Customer,26,F,High School,Single,Less than $40K,13,3517,2255,0.34
708931908,Existing Customer,48,M,High School,Single,$40K - $60K,36,7400,1568,0.086
718894233,Existing Customer,53,F,Graduate,Married,$40K - $60K,36,2956,2116,0.471
771544533,Attrited Customer,42,F,High School,Married,Unknown,30,3578,1015,0
708927108,Attrited Customer,53,M,Graduate,Married,$120K +,36,12778,1133,0.04
717831783,Existing Customer,58,F,Uneducated,Married,Less than $40K,45,1942,1371,0.791
709288383,Existing Customer,32,M,Graduate,Divorced,$80K - $120K,26,29961,2337,0.026
710813733,Existing Customer,48,M,Uneducated,Married,$60K - $80K,35,33791,1546,0
721084833,Existing Customer,48,M,High School,Married,$40K - $60K,34,17657,1682,0.114
711258108,Existing Customer,54,M,College,Married,$120K +,44,2821,1419,0.856
710149008,Existing Customer,59,M,High School,Married,Less than $40K,47,1479,2139,0.532
711902058,Existing Customer,35,M,Graduate,Married,$60K - $80K,36,1438.3,2492,0
716757033,Existing Customer,37,M,Post-Graduate,Married,$40K - $60K,27,6859,3045,0.257
712688433,Existing Customer,36,M,High School,Divorced,$120K +,36,3404,2406,0.461
713203908,Existing Customer,26,M,Uneducated,Single,$40K - $60K,15,2158,1833,0.785
711772008,Attrited Customer,35,F,Graduate,Single,Less than $40K,22,1890,1483,0.352
708799983,Attrited Customer,40,M,Post-Graduate,Married,$60K - $80K,36,18386,1698,0.048
778882758,Existing Customer,55,F,Unknown,Married,Unknown,36,3602,1935,0.559
709157133,Existing Customer,39,M,Unknown,Divorced,$80K - $120K,34,3766,1514,0.279
741344808,Existing Customer,39,F,Graduate,Married,Less than $40K,32,5634,2905,0.365
739692933,Existing Customer,46,F,Unknown,Single,$40K - $60K,29,3126,1638,0.805
766429908,Existing Customer,49,M,High School,Unknown,$60K - $80K,42,3017,1640,0.261
802087683,Existing Customer,32,M,Post-Graduate,Married,$60K - $80K,26,5478,2456,0.272
712491108,Existing Customer,35,M,Post-Graduate,Married,$80K - $120K,20,13046,2601,0.09
714767508,Existing Customer,39,M,Graduate,Married,$40K - $60K,31,8687,2279,0.132
720376008,Existing Customer,53,F,Graduate,Married,Less than $40K,40,6174,2043,0.23
779126658,Existing Customer,26,F,Graduate,Single,$40K - $60K,13,5655,2312,0
793222008,Existing Customer,32,M,High School,Married,$60K - $80K,26,5397,2056,0.331
720812433,Existing Customer,54,M,College,Married,$120K +,46,28465,1693,0
717623583,Existing Customer,36,F,High School,Married,Less than $40K,27,3444,2668,0.709
708878508,Existing Customer,45,F,High School,Married,Less than $40K,37,2104,1732,0.602
710043408,Existing Customer,49,M,Graduate,Married,$80K - $120K,37,15610,1916,0.131
789079758,Existing Customer,44,M,Doctorate,Unknown,$120K +,32,34516,1531,0.039
721311333,Existing Customer,32,M,High School,Married,Unknown,22,16912,2413,0.094
710749458,Existing Customer,64,F,Doctorate,Married,Less than $40K,53,5462,1523,0.341
778275783,Existing Customer,37,F,Unknown,Unknown,Less than $40K,27,2868,2909,0.5
799498158,Existing Customer,31,M,Post-Graduate,Married,$60K - $80K,22,2685,1642,0.588
716334258,Existing Customer,49,F,Uneducated,Divorced,$40K - $60K,36,5238,1834,0.261
716075208,Existing Customer,32,F,High School,Married,Less than $40K,22,4561,1874,0.445
780276258,Existing Customer,53,M,High School,Married,$120K +,39,13091,1452,0.075
789282333,Existing Customer,62,F,Graduate,Married,Unknown,51,10826,1355,0.118
811571733,Existing Customer,26,F,Unknown,Single,Unknown,13,2600,2625,0.722
709429533,Existing Customer,49,F,Graduate,Divorced,Unknown,35,2561,2047,0
715247508,Existing Customer,30,F,Graduate,Married,Less than $40K,36,7087,1712,0.15
718784358,Existing Customer,34,M,Uneducated,Single,$120K +,36,34516,1969,0.073
751450008,Existing Customer,41,M,Post-Graduate,Single,$40K - $60K,32,10266,1720,0.135
719227233,Existing Customer,27,F,Unknown,Single,Less than $40K,36,1553,1954,0.466
711050058,Existing Customer,33,F,Uneducated,Married,$40K - $60K,23,6732,1644,0
779040408,Existing Customer,56,M,High School,Married,$120K +,37,12181,1478,0.14
714024858,Existing Customer,36,M,High School,Married,$80K - $120K,27,7056,1739,0
789849108,Existing Customer,35,M,Graduate,Single,$60K - $80K,25,14365,2290,0
710391258,Existing Customer,27,M,Graduate,Married,$40K - $60K,36,11473,2147,0.072
718830183,Existing Customer,46,M,High School,Single,$60K - $80K,38,23996,1339,0.105
779696883,Existing Customer,48,M,Graduate,Divorced,$60K - $80K,33,2998,1825,0.597
719249733,Existing Customer,54,M,Unknown,Single,$80K - $120K,36,30011,1676,0.041
737971833,Existing Customer,38,M,Graduate,Married,$60K - $80K,31,2405,2503,0.646
772468983,Existing Customer,36,M,Post-Graduate,Married,$80K - $120K,26,21927,1946,0.059
710990283,Existing Customer,56,M,High School,Married,$80K - $120K,36,3906,1839,0.474
808750458,Existing Customer,32,M,Doctorate,Single,$60K - $80K,27,10029,2192,0.06
719692983,Existing Customer,36,M,Doctorate,Married,$60K - $80K,30,4934,2747,0.305
719125158,Existing Customer,35,F,High School,Single,Less than $40K,15,13882,2685,0.105
787509408,Existing Customer,26,M,College,Single,Unknown,13,2347,2595,0
719206308,Existing Customer,32,M,High School,Married,$60K - $80K,24,4116,1657,0.297
717141858,Existing Customer,56,F,High School,Single,$40K - $60K,36,13904,3151,0.045
713172408,Existing Customer,54,M,Unknown,Married,$80K - $120K,43,32558,1440,0.062
720314583,Existing Customer,54,M,Unknown,Married,$80K - $120K,44,12902,1273,0.144
708347583,Existing Customer,37,F,Uneducated,Married,Less than $40K,36,2509,1804,0.456
711006783,Existing Customer,38,F,Graduate,Single,Less than $40K,22,2484,1200,0.865
718274283,Existing Customer,35,M,College,Single,$60K - $80K,36,2780,2469,0
803977008,Existing Customer,39,M,Unknown,Married,$60K - $80K,34,5219,1715,0.35
715216908,Existing Customer,48,M,Doctorate,Single,$80K - $120K,36,18102,1486,0.076
779611008,Existing Customer,29,M,Graduate,Married,$40K - $60K,18,4532,1885,0
811467708,Existing Customer,33,M,Graduate,Married,$80K - $120K,28,22399,2390,0.064
812597508,Existing Customer,39,F,High School,Married,$40K - $60K,34,4489,2153,0.556
718651083,Existing Customer,35,F,Graduate,Single,Unknown,25,10329,2461,0.05
708577308,Existing Customer,43,F,Unknown,Divorced,Less than $40K,36,2637,1569,0.482
813990483,Existing Customer,27,F,High School,Married,Less than $40K,22,1864,1662,0.742
816319008,Existing Customer,52,F,Graduate,Single,Unknown,47,13276,1901,0.144
789627258,Existing Customer,31,M,Graduate,Single,$40K - $60K,25,1935,2498,0.534
713346558,Existing Customer,45,M,Graduate,Divorced,$60K - $80K,37,6784,1900,0.131
708744933,Existing Customer,35,M,High School,Married,$60K - $80K,36,19127,1859,0.098
708828258,Existing Customer,55,M,College,Married,$120K +,37,32641,1327,0.048
713511108,Existing Customer,61,M,Uneducated,Married,$40K - $60K,47,1438.3,1397,0.589
710208633,Existing Customer,37,F,Graduate,Married,Less than $40K,31,2417,1773,0.798
824165658,Existing Customer,38,M,Unknown,Married,$80K - $120K,34,19259,1388,0.118
826513233,Existing Customer,54,F,Unknown,Married,Less than $40K,50,3796,2069,0.631
788789658,Existing Customer,40,M,Unknown,Unknown,$80K - $120K,22,4042,1471,0.431
717837858,Existing Customer,47,M,College,Married,$120K +,34,17603,2902,0.06
709382958,Existing Customer,55,F,Graduate,Married,$40K - $60K,46,2894,1017,0.718
716253858,Existing Customer,37,M,Post-Graduate,Married,$80K - $120K,26,16730,1740,0.117
713725683,Existing Customer,36,F,College,Single,Less than $40K,27,3282,2614,0.562
710364258,Existing Customer,53,F,Uneducated,Married,Unknown,41,15815,2135,0.077
816033783,Existing Customer,26,M,High School,Single,$60K - $80K,21,1672,2099,0.572
715065483,Existing Customer,45,F,Graduate,Divorced,Less than $40K,36,8121,1914,0.196
718751133,Existing Customer,36,F,Unknown,Married,Less than $40K,26,3182,1670,0.765
713983308,Existing Customer,60,M,Post-Graduate,Married,$60K - $80K,49,3182,1233,0.606
718418958,Attrited Customer,30,M,Post-Graduate,Divorced,Less than $40K,36,5061,1309,0
779367858,Existing Customer,39,M,High School,Married,$60K - $80K,28,6224,3014,0.305
711285633,Existing Customer,33,F,Unknown,Single,Unknown,36,2735,3306,0.647
714974658,Existing Customer,48,F,College,Married,Less than $40K,36,2464,1219,0.758
716374308,Existing Customer,39,M,Graduate,Married,$60K - $80K,33,3477,1897,0.539
713416233,Existing Customer,38,M,Graduate,Married,$80K - $120K,24,3242,1841,0.64
797643708,Existing Customer,47,M,High School,Married,$120K +,41,27858,1772,0.047
808292958,Existing Customer,26,M,Graduate,Single,Less than $40K,20,1438.3,2546,0.344
719831958,Existing Customer,49,M,College,Single,$120K +,36,34516,1793,0
708860358,Existing Customer,38,M,High School,Married,$80K - $120K,22,6361,1499,0.109
717385983,Existing Customer,30,M,Graduate,Married,Less than $40K,21,2490,1645,0
719049033,Existing Customer,53,M,High School,Married,$120K +,44,14057,2073,0.118
717581658,Existing Customer,49,M,Unknown,Single,$60K - $80K,38,2461,1729,0.644
714347508,Existing Customer,35,M,Uneducated,Single,$60K - $80K,21,7766,2423,0.165
803833608,Existing Customer,40,M,Uneducated,Single,$40K - $60K,33,21308,1322,0.026
712576908,Existing Customer,30,M,High School,Married,$60K - $80K,36,4516,1819,0.499
778511733,Existing Customer,42,F,College,Single,$40K - $60K,30,5424,1634,0.334
721464783,Existing Customer,62,F,Graduate,Married,Less than $40K,36,1764,2094,0.873
821179233,Attrited Customer,50,F,Post-Graduate,Single,$40K - $60K,46,1493,1554,0.624
713126733,Existing Customer,56,M,College,Married,$120K +,43,17539,1220,0.144
719688408,Existing Customer,45,M,Graduate,Married,$80K - $120K,36,34516,3530,0
779811183,Existing Customer,35,F,Uneducated,Married,Less than $40K,25,2149,1581,0.52
771086208,Existing Customer,57,F,Graduate,Married,Less than $40K,44,6256,1629,0.245
715217733,Existing Customer,33,F,High School,Single,Unknown,25,11922,2154,0.066
813752433,Attrited Customer,43,F,Graduate,Single,Less than $40K,38,4075,2449,0.487
711876333,Existing Customer,53,M,Graduate,Married,$80K - $120K,36,7290,1312,0.295
715256658,Existing Customer,50,M,College,Single,$60K - $80K,36,5965,3382,0.115
711329658,Existing Customer,30,M,High School,Married,$120K +,13,9007,1925,0.218
710227908,Existing Customer,37,F,Graduate,Single,Less than $40K,36,6077,2837,0.23
716362008,Existing Customer,37,M,Doctorate,Married,$40K - $60K,29,1808,1744,0.558
714939708,Existing Customer,45,M,Graduate,Single,$80K - $120K,36,12810,3174,0
708083283,Attrited Customer,58,M,Unknown,Single,$40K - $60K,45,3421,992,0.736
719431608,Existing Customer,63,F,College,Married,$40K - $60K,53,3118,1291,0.49
769411758,Existing Customer,43,M,Graduate,Single,$60K - $80K,37,20013,1518,0.046
714248733,Existing Customer,26,F,Unknown,Single,Unknown,13,4395,2272,0.282
804481608,Existing Customer,37,F,Unknown,Single,Less than $40K,32,9661,2825,0
714631833,Existing Customer,53,M,Graduate,Married,$60K - $80K,44,1973,1587,0.671
769751958,Existing Customer,55,M,Unknown,Married,$120K +,49,9926,2235,0.203
717999183,Existing Customer,36,M,High School,Married,$60K - $80K,36,4108,2275,0.404
713075283,Existing Customer,51,M,High School,Single,$120K +,36,20741,1818,0.121
711561108,Existing Customer,36,M,Graduate,Single,$80K - $120K,24,16335,2733,0.055
709854483,Existing Customer,35,F,High School,Married,Unknown,17,4588,2442,0.549
713630733,Existing Customer,34,F,Graduate,Single,Less than $40K,24,5712,2617,0.342
717599283,Existing Customer,57,M,Doctorate,Married,$60K - $80K,36,5335,1844,0.226
806407308,Attrited Customer,54,F,College,Single,Unknown,49,13184,2047,0
712730583,Existing Customer,29,M,Uneducated,Married,$60K - $80K,20,8592,1842,0.14
712142733,Existing Customer,37,F,Post-Graduate,Married,Less than $40K,26,1910,2028,0.609
720153258,Existing Customer,53,F,College,Single,Less than $40K,45,6210,3095,0.174
814086333,Existing Customer,36,M,College,Married,$40K - $60K,31,2220,1685,0.602
715524708,Existing Customer,49,M,Unknown,Single,$40K - $60K,41,20756,1502,0.082
713307708,Existing Customer,64,F,Unknown,Married,$40K - $60K,55,2895,1541,0.869
714069858,Existing Customer,53,M,Graduate,Married,$60K - $80K,36,3539,1677,0.711
712789383,Existing Customer,52,M,Graduate,Married,$120K +,44,9274,2048,0.226
787983633,Existing Customer,35,F,Uneducated,Married,Less than $40K,26,3187,2072,0.79
758583708,Attrited Customer,37,F,Graduate,Single,Less than $40K,24,2802,1406,0.878
717130383,Existing Customer,50,M,Uneducated,Married,$60K - $80K,36,2334,1386,0.303
720770883,Existing Customer,65,F,Graduate,Single,Less than $40K,56,1438.3,2249,0
716797758,Existing Customer,53,F,Unknown,Married,Less than $40K,44,3519,1670,0
713835258,Existing Customer,53,M,Unknown,Married,$120K +,48,3088,1561,0.675
720677733,Existing Customer,40,M,Graduate,Married,$80K - $120K,36,34516,2579,0.029
718587858,Existing Customer,39,M,High School,Married,$60K - $80K,31,11906,1642,0.171
710263608,Existing Customer,53,F,High School,Married,Unknown,36,11098,2156,0.074
715055433,Existing Customer,36,M,Uneducated,Married,$60K - $80K,22,2224,2004,0.797
715498308,Existing Customer,35,F,Graduate,Married,$40K - $60K,36,3454,1575,0.464
708099183,Existing Customer,37,F,High School,Single,Less than $40K,36,5723,2732,0.327
716452908,Existing Customer,36,F,Unknown,Single,Less than $40K,36,9239,2246,0.154
789959283,Existing Customer,39,M,College,Single,$80K - $120K,24,4061,1602,0.437
713536158,Existing Customer,65,M,College,Married,Less than $40K,56,4189,1597,0
716750358,Existing Customer,45,F,Unknown,Married,Less than $40K,32,6373,3483,0.245
815299833,Existing Customer,38,F,Graduate,Married,Less than $40K,33,2228,2334,0.771
721003008,Attrited Customer,36,F,Graduate,Married,Less than $40K,24,3261,856,0.772
779883933,Existing Customer,40,F,Graduate,Married,Less than $40K,24,8014,1596,0.175
716612958,Existing Customer,35,F,College,Married,$40K - $60K,29,10980,1830,0.157
715859058,Existing Customer,54,M,Post-Graduate,Married,$120K +,42,3092,1369,0.7
